lymphoma |57|9590/3, 9591/3, 9596/3, 9597/3, 9650/3, 9651/3, 9652/3, 9653/3, 9654/3, 9655/3, 9659/3, 9663/3, 9664/3, 9665/3, 9667/3, 9670/3, 9671/3, 9673/3, 9675/3, 9678/3, 9679/3, 9680/3, 9684/3, 9687/3, 9688/3, 9689/3, 9690/3, 9691/3, 9695/3, 9698/3, 9699/3, 9702/3, 9705/3, 9708/3, 9709/3, 9712/3, 9714/3, 9716/3, 9717/3, 9719/3, 9725/3, 9726/3, 9727/3, 9728/3, 9729/3, 9735/3, 9737/3, 9738/3, 9811/3, 9815/3, 9816/3, 9823/3, 9827/3, 9755/3, 9764/3, 9835/3, 9837/3, 
CLL |0|
marginal zone B-cell lymphoma |2|9689/3, 9699/3, 
Acral junctional nevus |0|
nodular type |1|9691/3, 
(pedunculated lipofibroma) |ErrorNevus lipomatosus |0|
HPV cytopathic effect |0|
verrucoid keratosis |0|
Condyloma acuminata |0|
Organizing thrombus |0|
fibrous papule (angiofibroma) |0|
Sebaceous carcinoma |1|8410/3, 
Desmoplastic squamous cell carcinoma |0|
intraductal tumor |2|8453/0, 8503/2, 
desmoplastic tricholemmoma |0|
morpheaform basal cell carcinoma |0|
Granuloma annulare |0|
cord lipoma |0|
subjacent keloid |0|
Apocrine hydrocystoma |0|
adnexal tumor |1|8390/0, 
osteoma cutis |0|
follicular keratosis |0|
(pedunculated fibrolipoma) |Errorbenign nevus |0|
Clear cell acanthoma |0|
Urethral polyp |0|
focal fibrosis |0|
Fibroadenomas |0|
Atypical fibroxanthoma |1|8830/1, 
nevocellular melanocytic intradermal nevus |0|
Carcinoid tumor |4|8240/1, 8240/3, 8249/3, 8241/3, 
Benign neoplasm large bowel |0|
gastritis |0|
tubulovillous adenoma |2|8263/0, 8263/2, 
prostate cancer |0|
Inflammatory polyp |0|
signet ring cell type |0|
signet ring cell type adenocarcinoma |0|
paraganglioma |13|8680/0, 8680/1, 8680/3, 8681/1, 8682/1, 8683/0, 8693/1, 8693/3, 8690/1, 8691/1, 8692/1, 8700/0, 8700/3, 
ischemic colitis |0|
chronic active colitis |0|
Chronic distal esophagitis |0|
Benign neoplasm stomach |0|
follicular neoplasm |0|
Morto neuroma |0|
Lymphangioma |4|9170/0, 9171/0, 9172/0, 9173/0, 
comedonecrosis |0|
small cell neuroendocrine carcinoma |1|8041/3, 
Candida esophagitis |0|
Chronic cholecystitis |0|
adenomyoma |1|8932/0, 
cholelithiasis |0|
chronic organizing pneumonitis |0|
chronic pneumonitis |0|
sclerosing basal cell carcinoma |1|8092/3, 
Ganglioneuroma |1|9490/0, 
acute myelomonocytic leukemia |2|9867/3, 9871/3, 
chronic myelomonocytic leukemia |2|9945/3, 9946/3, 
Multiple myeloma |1|9732/3, 
lentigo maligna type |0|
flat urothelial carcinoma |0|
Palisaded encapsulating neuroma |0|
plasma cell myeloma |1|9732/3, 
fibromatosis |3|8821/1, 8822/1, 8824/1, 
papillary carcinoma |18|8050/2, 8050/3, 8052/2, 8052/3, 8130/2, 8130/3, 8340/3, 8342/3, 8343/3, 8344/3, 8347/3, 8453/2, 8453/3, 8461/3, 8260/3, 8350/3, 8503/2, 8503/3, 
Nevus lipomatosis |0|
orthohyperkeratosis |0|
Hurthle cell neoplasm |0|
Soft fibroma |0|
fibrous tissue |0|
Basal cell carcinoma, sclerosing (morpheaform) type |0|
Kapos sarcoma |0|
GIST |3|8936/0, 8936/1, 8936/3, 
Gastrointestinal stromal tumor |3|8936/0, 8936/1, 8936/3, 
squamous mucosa |0|
Reflux esophagitis |0|
Mature cystic teratoma |0|
crateriform squamous cell carcinoma |0|
calcified pilomatricoma |0|
Chronic perifolliculitis |0|
Basal cell carcinoma, pigmented |0|
hyperkeratotic squamous epithelium |0|
Adenomatous nodules |0|
clear cell carcinoma |4|8084/3, 8174/3, 8310/3, 8322/3, 
Nodular prostatic hyperplasia |0|
apocrine metaplasia |1|8573/3, 
ductal hyperplasia |0|
intralobular fibrosis |0|
acantholysis |0|
breast carcinoma |3|8502/3, 8541/3, 8543/3, 
infiltrating carcinoma |8|8092/3, 8500/3, 8521/3, 8522/3, 8523/3, 8524/3, 8541/3, 8520/3, 
Simple cyst |0|
Adenomyomatous nodules |0|
Pseudoangiomatous stromal hyperplasia |0|
renal neoplasm |0|
oncocytoma |1|8290/0, 
Dilated pore |0|
Chondrodermatitis nodularis helicis |0|
mucous cyst |0|
Small cell carcinoma |6|8041/3, 8043/3, 8044/3, 8045/3, 8046/3, 8073/3, 
hyperkeratosis |0|
epithelial hyperplasia |0|
Desmoplastic trichilemmoma |0|
renal clear cell carcinoma |0|
lesion |2|8762/1, 9766/1, 
chronic lymphocytic leukemia |1|9823/3, 
lymphocytic lymphoma |5|9670/3, 9823/3, 9591/3, 9673/3, 9675/3, 
Benign neoplasm skin of upper limb, including shoulder |0|
mixed tumor |9|8154/3, 8592/1, 8940/3, 8950/3, 8951/3, 9085/3, 8940/0, 8990/1, 9362/3, 
chondroid syringoma |2|8940/0, 8940/3, 
Pigmented spindle cell nevus |1|8770/0, 
Plasma cell neoplasm |0|
plasmacytoma |2|9731/3, 9734/3, 
kappa light chain restricted plasma cell neoplasm |0|
Traditional serrated adenoma |1|8213/0, 
Parathyroid adenoma |0|
lobular carcinoma |5|8520/2, 8520/3, 8522/2, 8522/3, 8524/3, 
Sebaceous adenoma |1|8410/0, 
Epidermolytic acanthoma |0|
Acute folliculitis |0|
Verruca plana |0|
Acantholytic dyskeratosis |0|
lichen simplex chronicus |0|
cystic |18|8200/3, 8444/1, 8454/0, 8462/1, 8472/1, 8508/3, 8959/0, 8959/1, 8959/3, 9055/1, 9173/0, 8452/1, 8470/0, 8470/2, 8470/3, 9055/0, 9080/0, 9400/3, 
Pilomatrixoma |2|8110/0, 8110/3, 
calcifying epithelioma of Malherbe |1|8110/0, 
Apocrine cystadenoma |1|8401/0, 
villous adenoma |3|8261/0, 8261/2, 8261/3, 
Cortical inclusion cysts |0|
squamous carcinoma |20|8052/2, 8052/3, 8070/2, 8070/3, 8070/6, 8071/3, 8072/3, 8073/3, 8074/3, 8075/3, 8076/2, 8076/3, 8078/3, 8083/3, 8084/3, 8045/3, 8051/3, 8081/2, 8094/3, 8560/3, 
nevocellular nevus |0|
Acantholytic acanthoma |0|
nevocellular |0|
(PASH) |0|
pleomorphic adenoma |2|8940/0, 8941/3, 
Perifolliculitis |0|
Eccrine acrospiroma, hidroadenoma-type |0|
Lichenoid dermatitis |0|
actinic keratonosis |0|
multinucleate cell angiohistiocytoma |0|
Fibrohistiocytic proliferation |0|
endometrial adenocarcinoma |0|
Prurigo nodularis |0|
Hemosiderotic dermatofibroma |0|
squamous cell carcinoma |20|8052/2, 8052/3, 8070/2, 8070/3, 8070/6, 8071/3, 8072/3, 8073/3, 8074/3, 8075/3, 8076/2, 8076/3, 8078/3, 8083/3, 8084/3, 8045/3, 8051/3, 8081/2, 8094/3, 8560/3, 
follicular hyperplasia |0|
Dermatofibrosarcoma protuberans |2|8833/3, 8832/3, 
phylloides tumor |0|
transitional cell papilloma |4|8120/0, 8121/1, 8120/1, 8121/0, 
chronic active proctitis |0|
epidermal nevus |1|8760/0, 
Ruptured folliculitis |0|
crateriform squamous cell carcinoma |0|
Proliferating pilar tumor |0|
Calcified cyst |0|
mucinous carcinomas |0|
mucinous (colloid) carcinoma |0|
Basal cell carcinoma, fibroepithelioma type |0|
Tricholemmoma |0|
atypical carcinoid |1|8249/3, 
Page disease |0|
contact dermatitis |0|
melanoma, nodular type |0|
Mucosal hyperplasia |0|
submucosal fibrosis |0|
Acanthosis |0|
Granular cell tumor |3|9580/0, 9580/3, 9582/0, 
urothelial neoplasm |1|8130/1, 
dysplastic squamous epithelium |0|
pearly penile papule |0|
Verrucoid squamous cell carcinoma |0|
Junctional nevus with ascending cells (acral nevus) |0|
serous adenocarcinoma |2|8441/3, 8460/3, 
fibrolipoma |1|8851/0, 
Porokeratosis |0|
lentigo maligna-type |0|
Glomangioma |1|8712/0, 
spindle cell (Spitz) nevus |0|
Chronic cystic cervicitis |0|
Atrophic ovaries |0|
hyalinized fibroadenoma |0|
intracapsular nodal nevus |0|
Concurrent perifolliculitis |0|
Mucinous adenocarcinoma |2|8480/3, 8482/3, 
intraductal carcinoma |10|8453/2, 8453/3, 8500/2, 8507/2, 8522/2, 8543/3, 8230/2, 8503/2, 8503/3, 8522/3, 
papillary renal cell carcinoma |1|8260/3, 
(HGPIN) |0|
urothelium |0|
ductal adenocarcinoma |0|
papillomatosis |4|8060/0, 8264/0, 8505/0, 8506/0, 
cystic dilatation |0|
adenosis |0|
comedo type |2|8201/3, 8501/2, 
adenosquamous carcinoma |1|8560/3, 
Serous cystadenofibroma |3|9014/0, 9014/1, 9014/3, 
mucinous carcinoma |8|8252/3, 8253/3, 8254/3, 8453/2, 8453/3, 8470/3, 8480/3, 8523/3, 
Generalized hyperplasia |0|
megakaryocytic dysplasia |0|
Pigmented squamous cell carcinoma |0|
fibroadipose tissue |0|
papillary transition cell carcinoma |0|
Squamous epithelial hyperplasia |0|
Submucosal fibroma |0|
parakeratosis |0|
Eccrine acrospiroma, poroma type |0|
Condyloma acuminatum |0|
suppurative dermatitis |0|
Nodular lymphohistiocytic |0|
small mature B-cell chronic lymphoproliferative disorder |0|
Moderate pancytopenia |0|
serrated adenomas |0|
non-caseating granuloma |0|
melanocytic nevus |2|8720/0, 8761/3, 
Right breast cancer |0|
Meningioma |12|9530/0, 9530/3, 9531/0, 9532/0, 9533/0, 9534/0, 9535/0, 9537/0, 9538/1, 9538/3, 9539/1, 9150/1, 
Atypical papillary neoplasm |0|
fibrotic nodule |0|
Duodenal adenoma |0|
prostate primary |0|
Pedunculated tubular adenoma |0|
lymphoid hyperplasia |0|
HPV effect |0|
Adenomatous epithelium |0|
Combined nevus |0|
Spindle cell melanoma |4|8770/3, 8772/3, 8773/3, 8774/3, 
chronic prostatitis |0|
Fibrous serosal adhesions |0|
pleomorphic leiomyoma |1|8893/0, 
Compound Spitz nevus |0|
Syringocystadenoma papilliferum |1|8406/0, 
mucinous cystadenoma |4|8470/0, 8471/0, 8473/1, 8472/1, 
pulmonary adenocarcinoma |0|
compound melanocytic nevus |0|
Osteochondroma |1|9210/0, 
Pseudoepitheliomatous hyperplasia |0|
Basal cell carcinoma, nodular and pigmented |0|
cystic hyperplasia |0|
cystitis cystica |0|
Cervical squamous metaplasia |0|
Pleomorphic carcinoma |3|8022/3, 8175/3, 8941/3, 
Endocervical polyp |0|
Papillary serous carcinoma |1|8461/3, 
Intraepithelial dysplasia |4|8077/0, 8077/2, 8148/0, 8148/2, 
Cylindroma |2|8200/0, 8200/3, 
intradermal nevocellular nevus |0|
(SCC) |0|
Keratin granuloma |0|
Warthi tumor |0|
intraepithelial neoplasia |11|8077/0, 8077/2, 8148/0, 8148/2, 8163/2, 8163/0, 8470/0, 8470/2, 8500/2, 8503/0, 8503/2, 
suppurative folliculitis |0|
ruptured follicle |0|
squamous cell differentiation |0|
Smooth muscle hamartoma |0|
nodular basal cell carcinoma, nodular type |0|
(Hashimot thyroiditis) |ErrorLymphocytic thyroiditis |0|
paracortical hyperplasia |0|
Intradermal melanocytic nevus |0|
Acrochordons |0|
melanocytic atypia |0|
inflammatory polyps |0|
inverted papilloma |3|8053/0, 8121/1, 8121/0, 
Flat transitional cell carcinoma |0|
mixed germ cell tumor |1|9085/3, 
embryonal carcinoma |5|9070/3, 9071/3, 9072/3, 9081/3, 9101/3, 
hemorrhagic crust |0|
Myofibroma |1|8824/0, 
BCC |0|
Lipofibroma |0|
Myxoma |3|8840/0, 9320/0, 9562/0, 
keratosis |0|
squamous epithelial cells |0|
Spindle cell neoplasm |0|
primary myelofibrosis |1|9961/3, 
squamous intraepithelial lesion |0|
Schwannoma |3|9560/0, 9560/1, 9561/3, 
Sclerosing intradermal tumor |0|
nevus sebaceus |0|
lentigo maliga |0|
Glomus tumor |3|8690/1, 8711/0, 8711/3, 
Acral lentigo |0|
Cystic follicle |0|
Myometrial leiomyomas |0|
Cystic ovarian follicles |0|
Adenomatoid tumor |2|9054/0, 9300/0, 
follicular mucinosis |0|
Folliculotropic mycosis fungoides |0|
granulomatous perifolliculis |0|
Verruciform xanthoma |0|
Dermatofibroma, hemosiderotic type |0|
Folliculosebaceous cystic hamartoma |0|
Lentigo Simplex |0|
